Question Name,Question,Option A,Option B,Option C,Option D,Answer,Explanation
Question 1045,System which measures budget action and plan of each responsibility center is known as,budgeted accounting,action accounting,planned accounting,responsibility accounting,D,No explanation
Question 1046,If contribution margin percentage is 20% and selling price is $4000 then contribution margin per unit will be,$200 ,$400 ,$600 ,$800 ,D,No explanation
Question 1047,If budget sales units are 8000 ending inventory is 2000 units and beginning inventory is 3000 then budget production would be,11000 units,13000 units,10000 units,7000 units,D,No explanation
Question 1048,In customer cost hierarchy costs of individual customer support activities are classified as,discretionary channel costs,corporate-sustaining costs,distribution-channel costs,customer-sustaining costs,D,No explanation
Question 1049,Considering relationship of variables relationship in which activity cost is included in dependent variable which has similar cost driver is classified as,heterogeneous relationship,extreme relationship,no homogeneous relationship,homogeneous relationship,D,No explanation
Question 1050,Method which considers lowest and highest values of cost driver and cost within relevant range is called,low high method,constant equation,variable equation,high low method,D,No explanation
Question 1051,Costing system which is a combination of process costing and job costing system is classified as,weighted costing system,average costing system,hybrid costing system,double costing system,C,No explanation
Question 1052,Vertical dashed line in graphical representation of cost function represents the,cost representation,irrelevant range,relevant range,graphical representation,C,No explanation
Question 1053,Cash sales accounts receivables and rental receipts all are known as,cash receipts,budget receipts,goods manufactured,total goods sold,A,No explanation
Question 1054,An investment of money in idle inventory in place of investing same amount of money somewhere else is an example of,offshore cost,outsource cost,in-source cost,opportunity cost,D,No explanation
Question 1055,If an actual variable quantity is 70 actual and budgeted overhead cost of allocation is $8650 and $3500 respectively then variable overhead spending variance will be,$660500 ,$560500 ,$460500 ,$360500 ,D,No explanation
Question 1056,If after-tax operating income is $185000 weighted average cost of capital is 11% total assets are $485000 and total liabilities are $367000 then economic value added would be,$142020 ,$172020 ,$162020 ,$152020 ,B,No explanation
Question 1057,If contribution margin per unit is $16700 and change in sold quantity of units is 20 then change in variable costing operating income will be,635 units,735 units,835 units,334 units,D,No explanation
Question 1058,If budgeted direct labor hours are 3550 and direct labor cost rate is $500 per labor hour then total direct labor cost would be,$1775000 ,$1675000 ,$1875000 ,$1975000 ,A,No explanation
Question 1059,If manufacturing cycle efficiency is 0.725 and total manufacturing time is 45 minute then value added manufacturing time will be,42.625,36.724,32.625,41.625,C,No explanation
Question 1060,Relevant ordering costs are added into relevant carrying costs to calculate,relevant total costs,contribution costs,throughput costs,optimized costs,A,No explanation
Question 1061,Significant feature of Kaizen Budgeting is,employee suggestion,customer suggestion,cost suggestion,price suggestion,A,No explanation
Question 1062,Machine budgeted time standards are set too tight is possible cause for,priced budget,exceeding budget,fixed budget,variable budget,B,No explanation
